sentiment,review
1,"Det tegnes et bilde av en kompleks figur , drevet av trangen til å male ."
2,"Om ikke alt kan forstås ved første gangs påsyn , er det mye å beundre i denne filmens vakre bilder og flotte skuespill ."
2,Regissert med en veterans tålmodighet
0,Kanskje er det en fordel med forhåndskunnskap om Turner for å ha fullt utbytte av filmen .
0,Jeg føler det er flere referanser til hans kunst her som går meg hus forbi .
2,Men det er en interessant figur .
1,"Turner har vanskelig for å uttrykke seg rent kroppslig , han er en tett , værbitt mann som ofte grynter i stedet for å snakke ."
2,Spall spiller ham med utstudert bruk av kroppsspråk og stemmeleie .
1,Og han lar oss forstå at det kanskje er nettopp derfor han drives til å male .
1,Her kan han uttrykke seg langt vakrere og sterkere enn han er i stand til som person .
2,Mike Leigh regisserer filmen med en veterans tålmodighet .
2,"Ingen av scenene har det travelt med å forlate oss , men utspilles i et rolig og bedagelig tempo ."
2,"Flere bifigurer får tid til å markere seg , og er med på å beskrive Turners plass i hans samtids kulturlandskap ."
1,"Leigh har til og med funnet plass til en kunstkritiker , som er tillagt en sleip og falsk personlighet som sikkert er Leighs stikk til oss som anmelder ham ."
2,Regissøren observerer figurene og lar dem få nok tid til å synke inn hos tilskueren .
1,"Vi får et innblikk i personer som helt klart er av en annen tid , men har de samme behov og tilbøyeligheter som oss selv ."
2,Treffende sort humor
2,Timothy Spall er litt av et syn i hovedrollen .
2,"Han skaper en figur som har sine hemmeligheter , som det ikke alltid er like enkel å forstå , men som har trekk og nykker som gjør ham interessant å oppleve ."
2,"Hans anstrengte forhold til egen familie beskrives med treffende sort humor , og hans nye og hemmeligholdte forhold med Sophia Booth ( Marion Bailey ) skildres med skjønne øyeblikk , der figurenes sårbarhet er godt synlig ."
1,"Herr Turner er også preget av personlige tap , som han har vansker med å prosessere ."
2,"En spesielt sterk scene viser hvordan han gråter , og man skjønner umiddelbart hvor vanskelig det er for ham å uttrykke følelser ."
2,"Kunsten står ofte i fokus i Mr. Turner , og vi får et godt inntrykk av hvordan samtiden benyttet seg av den , og hvorfor Joseph Turner huskes som en av periodens store malere ."
2,"Historien er særdeles vakkert filmet , har skuespill av høyt kaliber og mange enkeltscener som er dyktig regissert ."
1,Se traileren for Mr. Turner her :
1,Terrorens anatomi
1,Regi : Paul Greengrass .
1,"USA.Rekonstruert dokudrama - 15 år , egnet voksne ."
1,MED :
1,"Khalid Abdalla , Opal Alladin , Lewis Alsamari , David Alan Basche , Richard Bekins , Starla Benford , Omar Berdouni , Susan Blommaert , m.fl ."
1,HANDLER OM :
1,"11. september 2001 rammet to fly Word Trade Center , ett fly rammet Pentagon ."
1,"Flighten « United 93 » nådde aldri sitt antatte mål , Det hvite hus ."
1,Det styrtet på et jorde om lag 20 minutter unna .
1,"Man vet en del om hva som skjedde om bord i « United 93 » , ikke minst fordi en del av passasjerene lyktes i å ringe sine nærmeste før det styrtet ."
1,"Regissør Paul Greengrass og hans stab har forsøkt å samle alt tilgjengelig faktamateriale , og baserer sin film på det ."
1,"Vi ser de 40 passasjerene gå om bord , vi ser klargjøring og take-off ."
1,"Vi ser kaprerne gå til aksjon , vi ser drap , manipulering , frykt , usikkerhet ."
1,Og vi ser at passasjerene til slutt organiserer seg i et forsøk på å ta tilbake kontrollen over flyet - før det styrter .
1,DOM :
2,Filmen er dypt berørende og ytterst skremmende .
2,Fortellerteknikken er rendyrket :
1,Absolutt alt foregår i nå-tid .
1,Vi vet ingenting annet om passasjerene eller besetningen enn hva man ellers ville visst om man selv hadde vært om bord .
1,Men får ikke vite annet om Word Trade Center enn det passasjerer om bord faktisk selv visste .
1,"Her er ingen « ondskapens akse » , ingen Saddam , ingen al-Qaida , ingen bin Laden ."
1,"Parallelt med handlingen om bord i flyet følger vi minutiøst utviklingen i den nasjonale og regionale flykontroll , i forsvarets beredskapssenter og andre berørte institusjoner ."
1,"Mange av dem som var på vakt den aktuelle dagen , spiller seg selv ."
1,Her følger filmutviklingen protokoller og vitneutsagn .
1,Det er ingen helter .
1,Ikke en eneste av skuespillerne er kjent fra før .
0,"Selv terroristene er mennesker som skal dø , uansett deres for oss ubegripelig djevelske agenda ."
1,"Endog det myteomspunne « Let's roll » , som skal ha blitt uttalt idet passasjerene gikk til aksjon ( og som senere president George W. Bush utnyttet for alt det var verdt da han ga startskuddet for invasjonen i Irak ) er knapt hørbart ."
1,Noe må selvfølgelig være diktet .
1,Det er ikke til å unngå .
0,Én symbolhandling kan kritiseres - den er dog ytterst trolig :
1,Terroristen skriker « Allah er stor » når flyet styrter mot bakken .
1,Mens passasjerene roper til sin gud bak i kabinen .
0,Det er det grusomme og altomfattende paradoks i svært mye av den moderne terrorismen :
1,"Gjerningsmenn og ofre skriker i sin dødsangst , i sin fortvilelse , i sin sorg og smerte og ( kanskje ) lammende overbevisning til sin gud ."
2,Den barmhjertige .
2,« United 93 » slik sett også en intelligent og tvers igjennom forferdelig belysning av viktige sider ved selve terrorens anatomi .
2,Klam nytelse
0,"I likhet med originalen , revolusjonerer ikke den første utvidelsespakken til « Doom 3 » noen verdens ting ."
2,Men det gjør lite når underholdningsnivået er så høyt som dette .
1,To år etter
1,Som tilfeldigvis åpner en portal til Helvete igjen .
0,"Og da står du der da , med en ussel lommelykt , et pinglete våpen og puls på 120 ."
1,"Siklende , snerrende demoner kan komme fra hvor som helst ."
1,Det store spørsmålet for meg ble umiddelbart :
1,Orker jeg egentlig å gå gjennom dette her en gang til ? !
2,"« Doom 3 » var nemlig en stor prøvelse for meg , den ultrarealistiske grafikken , det fantastiske lydbildet og en generell mørk , ekkel stemning klarte å skremme meg skikkelig ."
1,"Men jeg holdt ut , og kom meg til Helvete og tilbake med både hjertet i behold og rene underbukser ."
2,"Med det friskt i minne , ble « Doom 3 : Resurrection of Evil » raskt en nytelse det også ."
2,"Nerve Software , som har laget denne utvidelsen , er særdeles trofaste til originalen , men nye fiender , nye miljøer og en noe mer variert opplevelse sørger for å holde interessen oppe i de 10 - 12 timene det tar å komme seg gjennom spillet ."
2,"Du får også et knippe nye våpen , inkludert den klassiske toløpede haglen fra tidligere « Doom » -spill , og en « grabber » som - i likhet med « Half-Life 2 » - lar deg leke med fysikken i spillet ."
2,"Gjenstanden som starter showet , gir deg også totalt tre superkrefter du kan aktivere , den ene får tiden til å gå sakte , den andre øker skaden våpnene dine gjør og den tredje gjør deg udødelig ."
2,"Dessuten er et « capture the flag » -modus og noen nye brett , som alle er tilpasset åtte spillere , lagt til på flerspillersiden ."
0,"Ingen av nyhetene kan sies å endre eller utvide voldsomt på konseptet , dette er og blir « Doom » om igjen ."
2,"Men spillopplevelsen er utvilsomt både underholdende , skummel og engasjerende som bare det ."
2,"I det hele tatt ga « Resurrection of Evil » meg den samme , klamme følelsen « Doom 3 » leverte , og jeg mistenker at sjansene er store for at også du vil like denne utvidelsen dersom du likte originalen ."
2,Selv elsket jeg originalen .
2,Så for meg er saken biff .
1,OBS !
0,"Du må ha originalspillet , « Doom 3 » , for å kunne spille denne utvidelsespakken ."
1,Plateanmeldelse :
1,Shining
1,Kraften fra urdypet .
2,"ALBUM : METAL / JAZZ Shining « One One One » ( Universal ) La det være sagt med en gang - « One One One » er råbra , og vel verdt ventetiden siden gjennombruddsalbumet « Blackjazz » ( 2010 ) ."
2,"Med det albumet klarte Shining noe veldig få andre har fått til , nemlig å definere sin egen sjanger ."
1,"« Blackjazz » har blitt beskrevet som en krysning av black metal og frijazz , som er litt misvisende ."
2,"Black metal - greit nok , med intrikate , tettsittende riff og Jørgen Munkebys vrengte vokal ."
2,"Men stramme rammer for improvisasjon og et sylskarpt samspill der trommer , gitar og bass følger hverandre i hver minste krok , gjør at musikken ikke er fri i frijazzforstand ."
2,"Snarere er det snakk om en grundig innstudert kanalisering av energi , med spor av frijazzens klanglige estetikk ."
1,Dette blir enda tydeligere på « One One One » .
2,"Låtene strammere og kortere , kraften enda tydeligere konsentrert ."
1,Munkeby har denne gangen fokusert mer på å lage selvstendige enkeltlåter enn et helhetlig konseptalbum .
2,Likevel er bandsignaturen så sterk at albumet aldri fremstår som sprikende .
2,"Nå og da kommer et kjærkomment pusterom , som Munkebys fine saksofonintro til « How Your Story Ends » ."
2,"Albumet lover godt for heftige liveopptredener , og med tildeling av Statoil-millionen på årets by:Larm , har bandet økonomi til å spre sitt sterke budskap ut i verden ."
1,BESTE LÅT :
1,« How Your Story Ends »
1,CARL PETTER OPSAHL
0,Tynt om Einstein
1,"112 sider Kr . 198 , - Cappelen"
1,"Den nøyer seg med å beskrive de ni dagene Einstein oppholdt seg - som foredragsholder - i Kristiania i juni 1920 ; hvor han bodde , hva han gjorde hele dagen , hvem han snakket med ."
0,Alt i minste detalj .
1,"Vi får vite hva det kostet å kjøpe billett til hans foredrag , hvor han la sine spaserturer hen , ja , hva han spiste og drakk da det ble arrangert « piknik » for ham på Snarøya : suppe , brød og vin ."
0,"Interessant for noen , kanskje ."
0,Men neppe mange .
0,Forfatteren spenner buen for høyt når han i begynnelsen sier at « store deler av fremstillingen bygger på materiale som ikke har vært kjent tidligere » .
1,Kan nok være .
0,Men er det nødvendig å kjenne det ?
1,"Enkelte vil kanskje notere seg med interesse hvordan det gikk til at Einstein overhodet ble invitert til Norge , hvem som sto bak ."
1,Hvilken behandling hans teorier fikk .
1,De vil få beskjed .
0,Men det er ikke nok til å fylle en hel bok om Einstein i Norge med .
2,Hadde det ikke vært for de tre populærvitenskapelige foredragene om relativitetsteorien Einstein holdt i Aulaen i Oslo - og som gjengis in extenso i boken - ville hele greia vært bortimot overflødig .
0,Dessverre .
2,Men foredragene er bra .
1,Ligner til forveksling de andre fremstillinger den berømte forsker har gitt andre steder .
1,Maria Kannegaard trio :
1,« Quiet Joy »
1,( Jazzland Recordings )
2,"Det skyller en pianotriobølge over Jazz-Norge for tiden , og Maria Kannegaards hører med blant de aller mest forfriskende ."
1,Trioen beveger seg i et helt annet landskap enn den nyromantiske retningen representert ved for eksempel Tord Gustavsens trio og svenske E.S.T .
2,Dette ikke minst takket være Kannegaards muskuløse pianospill og presist tilhuggede komposisjoner i tradisjon etter frijazzens mer melodiske varianter .
2,Bassist Ole Martin Vågan og trommeslager utfyller lydhørt i et samspill rikt på linjer .
2,Låtene og fremførelsen virker både svært gjennomtenkte og sprudlende spontane på samme tid .
2,"Her er idérikdom og variasjon , fra den funky New Orleans-paradeåpningen « How Come ? » til varme , melankolske « Little Grandma » ."
2,Dette er en vital og fengslende musikkopplevelse av de sjeldne .
1,På ville veier
2,Americana-fetisjisten Kurt Vile seiler med sitt beste og mest ambisiøse album opp som en av sin generasjons største låtskrivere .
2,""" Valiumsvalsen "" var den første - om ikke beste - tittelideen jeg fikk til denne anmeldelsen ."
1,"Faktorer som Viles hese og henslengte stemme , "" stream-of-consciousness "" -aktige tekstlinjer , psykedeliske instrumentalkrydderier og tidvist narkoleptiske tempo bidrar alle til dette ."
2,"Men så tok det kort tid før jeg innså at Vile synger "" Sometimes when I get in my zone / You'd think I was stoned / But I never as they say / Touch the stuff "" ( "" Goldtone "" ) på Wakin On A Pretty Daze , sitt femte og beste soloalbum - og påfører dermed i samme slengen et vennlig klask på kjakene til alle som noensinne har antydet at rus er en nødvendighet for å kunne skape virkelig bra musikk ."
1,"Selv om Vile var med på å grunnlegge det familiære bandet The War On Drugs sammen med bestekompisen Adam Granduciel ( forøvrig medlem i The Violators , Viles backingband ) , valgte han kort etter utgivelsen av debuten å heller fokusere på karrieren som soloartist ."
2,Men det er kanskje ikke så rart at gjennombruddet først skulle komme med den ypperlige forgjengeren Smoke Ring For My Halo ( 2011 ) .
1,Hans tre første album var nemlig i stor grad preget av en rustikk lofi-estetikk .
2,Siden da har blitt en merkbart mer fokusert låtskriver .
2,Og med Wakin on a Pretty Daze har han laget sitt mest ambisiøse og samtidig mest tilgjengelige album .
2,For så vidt sier det sitt at Vile er kapabel til det få likesinnede klarer :
2,"Å skrive nesten ti minutter lange låter uten dødpunkter - som nesten-tittelsporet "" Wakin on a Pretty Day "" , et slentrende stykke landeveispop med yndige gitarsoloer , antydende temaskifter og Viles alltid underfundige tekstunivers ."
2,Flere av låtene som krysser sjuminuttersmerket er allerede årsfavoritter .
2,"Man kan ikke unngå å glise seg tvers gjennom surrehuerockeren "" Air Bud "" , albumlengste "" Goldtone "" gjør seg fullt fortjent til hele spilletiden , mens flyvende "" Was All Talk "" tar et selvsikkert oppgjør med alle som en gang har tvilt på Viles ambisjoner ( linjen "" making music is easy / watch me "" ! ) ."
2,"Og når han på lavmælte "" Too Hard "" synger til datteren , viser han seg fra sin mest ettertenksomme side :"
1,""" Take your time / so they say / and that's probably the best way to be / but what about those who are fighters / and what about their daughters ? "" ."
2,Også som produsent benytter Vile seg av antydningens lekre kunst .
2,"Både dryppende synthesizere ( "" Snowflakes Are Dancing "" , "" Was All Talk "" , "" Air Bud "" ) og buldrende gitarvegger ( "" Girl Named Alex "" , "" Too Hard "" ) er kun med på å fargelegge lydbildet , slik at låtmaterialet kan få leve sitt vel fortjente liv i helt i front av miksen - mens den ivrigste lytteren belønnes rikelig ."
1,Riktignok er det ikke alle låtene som leker seg med det svevende .
2,""" KV Crimes "" er platas opplagt mest upretensiøse øyeblikk - noe som ikke skjules av "" yeah ! "" -et midtveis ."
1,Tvert imot .
1,""" Den beste kunsten er den som klarer å få det kompliserte til å fremstå enkelt , "" sies det jo ."
1,Med Wakin On A Pretty Daze gjør Kurt Vile nettopp dét .
2,"Over sytti minutter viser han mesterlig vei gjennom elleve komplekse og mangefasetterte låter proppfulle av selvransakelse , eksistensialisme , kjærlighet - og ikke minst humor - som både har noe unektelig umiddelbart og noe dypere , hemningsløst oppslukende , over seg ."
2,Ikke bli overrasket om dette står igjen som den mest berikende drøye timen fra musikkåret 2013 .
2,Jeg er i hvert fall solgt .
1,Bokanmeldelse :
1,"Kaia , Bendik og Trond Brænne / Per Dybvik :"
1,« Redd »
2,Trond Brænne gikk bort i mars i fjor og etterlot seg mange fine fortellinger for barn og unge .
1,"Mange barn har allerede blitt godt kjent med fortellingene om dyra på gården som Brænne skrev med sine voksne barn , gjennom « Venner » , « Uvenner » , « Fremmed » og « Savnet » ."
2,"Gode fortellinger som tematiserer ulike situasjoner og lett gjenkjennelige følelser for barna , med karakteristiske og bustete illustrasjoner av Dybvik ."
1,Denne gangen er det redselen som utforskes .
1,Masse skumle lyder
1,"Det blåser voldsomt , og med vinden kommer masse skumle lyder ."
1,"Kaninen syns ikke det hjelper med en gulrot , og går til hesten ."
1,"Hesten syns skyggene er uutholdelige , og går til høna ."
1,"Høna er like redd , og sammen går de til skjæra ."
1,"Han klarer ikke fly i vindværet , og hopper etter til sistemann , grisen ."
2,Testet med stort hell
1,"Men han skjønner ikke oppstyret , han vil jo bare sove ?"
2,"Her er punktet som gjør boken god , et helt annet blikk på det alle var så redd for ."
1,Går det an å være redd og uredd for det samme ?
2,"Fortellingen er hos undertegnede testet på tre barn , med stort hell , nysgjerrighet og diskusjon ."
1,MARI NYMOEN NILSEN
1,Hundreåringen som klatret ut gjennom vinduet og forsvant
1,Svenskene har fått sin Forrest Gump !
1,Svenskene har fått sin Forrest Gump .
1,"Han heter Allan Karlsson og spilles av komiker Robert Gustafsson , både med og uten sterk alderssminke ."
2,"Det er en småhumoristisk og underfundig historie , med flere absurde situasjoner fra nå- og fortid ."
1,Rømmer fra gamlehjemmet
1,"Allan Karlsson ( Robert Gustafsson ) rømmer fra gamlehjemmet på sin egen hundreårsdag , og hopper på en buss på måfå ."
1,"Problemet er at han har tatt med seg en koffert fylt av penger , og nå er farlige folk etter ham ."
1,"Men på en nedlagt togstasjon utenfor Stockholm møter han Julius ( Iwar Wiklander ) , som blir med på eventyret ."
1,Det skal også vise seg at det slett ikke er første gang Allan Karlsson har vært ute og gjort verden utrygg .
2,"Filmen er basert på en roman av Jonas Jonasson , og byr på snedige figurer og pussige situasjoner ."
2,Det er morsomt å se tilbakeblikk på hvordan Allan Karlsson har snublet inn i verdenshistoriske sammenhenger i flere verdensdeler .
2,"Her får vi episodiske historier som jeg humrer godt av , som møter med Franco , Stalin , Truman , Reagan og , ikke minst , Herbert Einstein - Alberts mindre kjente , og ikke fullt så smarte , bror ."
2,"Figurene er godt karikerte og spilles med riktig grad av seriøsitet for en slik film , altså sånn passe ."
1,En rekke absurditeter
1,"Regissør Felix Herngren er i Norge best kjent som sjefsregissøren av tv-serien Solsidan , der han også spiller rollen som Alex ."
2,"Han kan humor , og tilfører Hundreåringen en rekke absurditeter som hovedrolleinnehaverne Robert Gustafsson og Iwar Wiklander spiller godt på ."
2,"Spesielt Gustafsson har store utfordringer med å spille Allan Karlsson som både ung , middelaldrende , gammel og utgammel mann , men lykkes i å skildre ham i alle versjoner som en godhjertet mann som har det med å snuble seg inn i begivenheter uten å egentlig forsøke ."
1,Episodene fra fortiden bindes sammen med krimkomikk i nåtiden .
0,Det er det jeg savner mest i denne filmen .
2,Ellers er Hundreåringen som klatret ut gjennom vinduet og forsvant en fornøyelig opplevelse av halvrørete gamlinger i et Coen-inspirert univers der liv eller død spiller mindre rolle .
1,Kung Fu Panda 2
2,En klumsete karatehelt du vil knusekose !
1,Kung Fu Panda 2 handler tilsynelatende om Pos oppdagelse av sin indre fred .
1,Men det egentlige budskapet er at alle problemer kan løses med vold !
1,"Hører dere det , alle foreldre ?"
2,Ungene deres vil springe sparkende og slående ut av kinosalene !
2,"De vil elske denne filmen , stappfull som den er av fargerik action , morsomme figurer og enkle vitser ."
2,"Jeg hadde også 91 flotte minutter , med en slem påfugl som høydepunkt ."
1,Vil erobre Kina
1,"En landsby angripes av ulver sendt av den onde påfuglen Shen , men slås tilbake av Dragekrigeren Po og De Fantastiske Fem ."
1,Samtidig oppdager
1,Po et emblem på en av ulvene som vekker bortgjemte minner som kan avdekke hvem han egentlig er .
1,"De går etter Shen for å finne ut mer , men Shen vil erobre Kina , og har et fryktelig våpen til å gjøre jobben ."
2,Steinar Sagen banker Jack Black
2,"Det er selvsagt naturlig å sammenligne denne oppfølgeren med originalen , og den tåler det ."
2,"Historien flyter dynamisk , dialogen er morsomt oversatt til norsk , og dyktig dubbet , med blant andre P3s Steinar Sagen som Po ."
2,Savnet av Jack Blacks originale stemme er ikke merkbar .
0,"Samtidig ble jeg ikke like imponert av filmens utseende , kanskje fordi jeg så den i 3D , som gir hjernen min stress ."
2,"Men jeg ser at figurene er ekstremt godt animerte , og detaljrikdommen i bakgrunnene stor ."
2,"Filmen vises også i 2D , og jeg tror jeg satser på den versjonen neste gang !"
2,Fremdeles elskelig panda
0,"Som toere flest , mangler også Kung Fu Panda 2 nyhetens interesse ."
0,"De fleste figurene ble satt i den første filmen , og opplever ikke den helt store utviklingen her ."
1,De Fantastiske
0,"Fem havner for eksempel i skyggen , selv om de er med hele veien ."
0,"Fokuset ligger på Po , som tar mye plass , både i bildene og i historien ."
2,"Han er heldigvis fremdeles en elskelig figur – en klumsete , keitete karatehelt som du har lyst til å gi en knusekos !"
2,Vil selge et tonn billetter
0,Kanskje prøver filmen for hardt å formidle mystikken rundt kung fu .
2,Det oppleves av og til litt tåpelig når meningsløse visdomsord hagler .
2,Men det ødelegger ikke filmen .
2,Underholdningsfaktoren er upåklagelig .
2,"Regissør Jennifer Yuh Nelson og hennes team har prestert en verdig oppfølger , som vil selge et tonn med kinobilletter ."
2,"Det er ingen grunn til å stoppe her , noe filmen heller ikke sender signaler om"
1,Den fantastiske Mikkel Rev
2,Amerika har fått sin Flåklypa Grand Prix .
2,Den fantastiske Mikkel Rev er en herlig historie og en fryd for øyet og øret !
2,"Deilige , komplekse figurer"
2,"Wes Anderson har fått sin hengivne fanskare på grunn av hans måte å lage film på ; underdrivelse i stedet for overdrivelse og deilige , komplekse , sammensatte figurer på en helsikes artig måte ."
2,"Underdrivelse og komplekse figurer … jeg hører at dette høres ut som et langt samproduksjonsgjesp , og det er nettopp Andersons talent : han lager superfine filmer av ting som høres kjedelig ut i utgangspunktet ."
2,Utmerket med norsk tale
1,Den Fantastiske Mikkel
2,Rev er filmen du kan ta med barna dine og foreldrene dine på .
2,"Musikken plasserer oss i Roald Dahls syttitallsatmosfære , og egner seg utmerket med norsk tale , men er du Wilson- , Murray- og Daefoe-fan , ser du selvfølgelig originalversjonen ."
1,"Prøv å kjenne igjen stemmeskuespillerene , for det er artig , uansett om det er Bill Murray eller Fridtjov Såheim som spiller grevling ."
1,"Fra Wes Anderson nye film "" Den fantastiske Mikkel Rev "" ( Foto / Copyright :"
1,Twentieth Century Fox Norway ) .
2,Tilfører voksenunderholdning til sjangeren
1,"Her til lands har vi hørt hvor mye arbeid som lå til grunne for Flåklypa Grand Prix , som jeg nevnte innledningsvis ."
1,"Og teknologien er faktisk mye den samme nå , femogtredve år etterpå , som den gang ."
2,Anderson og staben hans har jobbet mye .
2,Og de har kost seg .
2,De har ikke unngått noen ting .
1,Ild ? ja .
1,Vann ? ja .
1,Røyk ? ja .
2,"De har ikke skydd noenting for å lage denne actionfilmen , som har mye til felles fra “ Flukten fra Dyreskogen “ , men som tilfører voksenunderholdning til sjangeren ."
0,En sjanger det fins altfor få filmer i .
2,En fest av en fortelling
2,"Hvis du er glad i dyr , ta turen på denne festen av en fortelling ."
1,Og ta gjerne med deg noen .
1,Eller len deg umerkelig inntil den som havner ved siden av deg .
2,Den Fantastiske Mikkel Rev er grunnen til at vi liker oss på kino
2,"Humørfylt , lekent og overskuddspreget"
1,Men David Byrne og St . Vincent sjarmerer mer enn de imponerer .
1,ALBUM :
2,"De siste årene har David Byrne plusset nokså kraftig på samarbeids-CV-en , først med gjenopplivingen av det klassiske Brian Eno-samarbeidet fra 1981 , og deretter med en plate med — av alle"
1,— DJen og musikeren Fatboy Slim .
1,"Nå er turen kommet til St. Vincent , alias Annie Clark ."
1,Blåserpop
1,"De to skulle egentlig bare opptre i en bokhandel , og Clark foreslo for enkelhets skyld å bygge låtene rundt en blåsergruppe ."
2,"Også plata gjør det , og bruker den til alt fra groovy saksofonlinjer til spretten storbandfunk , musikalflørt og vare Sufjan Stevens-harmonier ."
2,Sterke stemmer
2,"På papiret er dette en lovende allianse mellom to dyktige og sterke vokalister , musikere og låtskrivere ."
2,"Det låter humørfylt og overskuddspreget , og særlig Clarks fortryllende , trillende stemme får skinne på spor som åpningen « Who » ."
1,Plateanmeldelse :
1,Pogo Pops
1,Håndverkeren Hammersland .
1,"ALBUM : POP Pogo Pops « Darling Emm , Northern Girl » ( Doomsville / VME )"
2,Ingen kan sin pop-ABC bedre enn Frank Hammersland i Norge .
2,"Han er vår Per Gessle , uten millionene ."
2,"Det er varmende å konstatere at 1990-tallstrioen hans holder det gående ( de kom tilbake i 2009 ) , som vanlig med produsent Yngve Leidulv Sætre om bord ."
1,"« Darling Emm , Northern Girl » trykker på alle de sedvanlige , men varierte « hvite » popknappene :"
1,"McCartney ( « Man Out Of Time » ) , Fleetwood Mac ( « Soaring With The Eagles » ) , dydig glam ( « My Girl » ) ."
2,Tekstene - han rimer « tomorrow » med « sorrow » uten å blunke - understreker at det er dyktige pastisjer snarere enn glødende inspirerte popsanger .
2,Fint likevel .
1,BESTE LÅT :
1,« Troubled Days Are Over » MORTEN STÅLE NILSEN
1,Trine Rein – « Stargazer »
1,"– Joda , Trine – Tony Carey spilte tangenter på “ Rising ”-plata fra 1976 , men det er jo Ritchie Blackmore og Ronnie James Dios sang , da …"
2,Og for en låt !
2,"Godt over åtte minutter i utgangspunktet , her serverer Trine to av de beste minuttene derfra med en scenerutine som også matcher en feiende flott aggressivitet som vi har manglet hittil i kveld ."
1,Så får vi håpe at kveldens seere også har sans for metal og at de ikke er ute på konsert i kveld …
1,LG G3
1,Første modell på det norske markedet med QHD-skjerm .
1,NB !
1,LG har sendt oss et nytt testeksemplar etter at denne testen ble publisert fordi de mistenkte at vi hadde mottatt et ikke-produksjonsklart eksemplar av telefonen .
2,"Det viste seg å være sannsynlig , for etter å ha kjørt det nye eksemplaret gjennom harde tester , har vi ikke klart å fremprovosere hverken varmeproblemet eller ytelsesproblemet ."
2,"Derfor er denne artikkelen oppdatert med kursiv tekst , og terningen har fått en ekstra prikk ."
1,Hvor høy skjermoppløsning er godt nok ?
0,"Vi stiller oss spørsmålet etter å ha brukt LG G3 den siste uka , for skal vi være ærlige , er det liten forskjell å merke på denne og en full HD-skjerm , som er vanlig blant de øvrige toppmodellene i dagens marked ."
2,"LG stiller nemlig med svimlende 2560x1440-oppløsning i sitt siste flaggskip , LG G3 , og fordelt på en 5,5 tommers skjerm tilsvarer dette en punkttetthet på 538 punkter per tomme ; altså over 20 punkter per millimeter ."
0,"Til sammenligning har toppmodellene fra Samsung og Sony henholdsvis 432 og 424 punkter per tomme , mens iPhone 5s kan skilte med 326 punkter per tomme ."
2,Svært mye skjermflate
2,"I likhet med forgjengeren , LG G2 , er det også på denne telefonen svært mye skjermflate i forhold til fotavtrykket den gir , med svært tynne kanter på sidene og knapper i selve skjermbildet , slik at det ikke finnes noen på undersiden av skjermen ."
1,"Derfor er den bare marginalt større enn Samsung Galaxy S5 ( 5,2 tommers skjerm ) ."
2,Skjermen er selvsagt knivskarp og har meget god fargegjengivelse og innsynsvinkel på grunn av IPS-panelet .
0,Den har imidlertid ikke spesielt godt sortnivå og virker noe fattig på kontrast sammenlignet med de beste .
2,"På toppen av skjermen finnes også en IR-sender , som gjør at du kan bruke telefonen som fjernkontroll via den medfølgende appen ."
2,Telefonen kan også læres opp slik at den kan styre praktisk talt alt som mottar IR-signaler .
1,Knappene bak
1,LG har fortsatt med å plassere volumknapper og strømbryter på baksiden av telefonen ; under kameraet .
0,Vi trykker litt for ofte på en volumbryter i stedet for strømknappen .
0,Det er tungvint å ta skjermbilder ( strømknapp + volum ned samtidig ) .
0,"Vi tar ofte på kameralinsa , som gjør at den får fettmerker.Knappene er lite tilgjengelige når telefonen er plassert i en bilholder ."
2,"Verdt å merke seg er også at lokket kan tas av , som gjør det mulig å bytte batteri og bruke minnekort , noe man ikke kunne på forgjengeren ."
2,"Batteriet er for øvrig 3000mAh og hadde få problemer med å vare en hel dag under testingen , men ikke så mye mer enn det ."
1,Bank inn koden
2,Skjønt ; man må ikke bruke strømbryterknappen for å slå på telefonen .
2,"LG lar deg , som på forgjengeren , banke to ganger på skjermen for å tenne den og har også støtte for det de kaller Knock code ; en slags PIN-kode du angir ved å banke på skjermen når den er avslått ."
1,"Her er skjermen delt opp i fire seksjoner , der du må trykke mønsteret du har angitt for å låse opp telefonen direkte ."
1,"Ved fem feil , må du heller bruke en PIN-kode du selv definerer på forhånd ."
1,Du kan også prikke to ganger på bakgrunnen på hjemskjermen for å slukke skjermen .
1,Spesielle funksjoner
1,Under er noen av funksjonene som er dels unike for LG G3 :
2,Dual Window – Lar deg splitte skjermen i to og kjøre to apper samtidig .
2,"Du kan også regulere fritt hvor grensen mellom dem skal gå , så de trenger ikke å dele 50 / 50.Kamerasnarvei - Når skjermen er slukket kan du bruke volumknappene som snarveier til hver sin app ."
1,- En utklippstavle som tar vare på de sist kopierte elementene .
2,Det liker vi !
1,Gjestemodus
2,- Lar deg definere egne opplåsingskoder til andre der du kan bestemme hvilke apper de skal ha tilgang til .
2,"Kjekt for deg med barn , for eksempel.Innebygde hjelpekort"
1,- Telefonen tipser deg om hvordan du kan bruke den bedre .
1,« Simple is the new smart »
1,Dette var LGs slagord da de viste frem
1,G3 for første gang og gir oss derfor forventninger til at dette skal være en telefon som er enkel i bruk .
2,"Og joda , telefonen har en rekke tips og triks innebygd , som viser hvordan du bruker telefonen mer effektivt ."
2,"Noen av dem er kjekke tips , som å sveipe fingeren opp på kameraskjermen for å bytte mellom front- og bakkameraet ."
1,"Der finner du også LGs helse-app , som ved oppstart kommer med følgende feilmelding :"
0,Det er i våre øyne ikke like « simple » .
